01:00	859424.3703333333	690309.1	357150.1666666667	277774.8333333333	65977.83166666667	0.0	158750.66666666666	79297.66666666667
02:00	1249373.1533333333	1706297.8333333333	238126.0	396876.6666666667	79375.33333333333	158750.66666666666	0.0	0.0
03:00	1152705.3443333332	1706375.5	436525.5	238126.0	119024.16666666667	0.0	238126.0	0.0
04:00	1130193.6619999998	1706220.1666666667	317501.3333333333	515900.8333333333	238126.0	0.0	79375.33333333333	158750.66666666666
05:00	1133598.780833333	1269461.6666666667	198399.5	317501.3333333333	158750.66666666666	0.0	79375.33333333333	79375.33333333333
06:00	1177865.4409999996	1745946.6666666667	317501.3333333333	754026.8333333334	79375.33333333333	0.0	0.0	0.0
07:00	328205.4903333332	599267.6595	648990.2986666666	528994.2746666666	513751.794	566424.4970000006	317295.8568333333	325599.1840000001
08:00	6118.641666666665	7270.069333333334	6225.782000000001	10888.688333333337	4706.253500000002	6230.1906666666655	5972.408666666667	6277.371999999998
09:00	3728.9973333333346	4519.612499999998	3996.770166666667	6553.0955	3102.1798333333327	4026.640166666666	3763.3506666666676	4026.4685
10:00	3253.293333333333	3913.0179999999987	3487.5691666666653	5626.654166666668	2722.518333333334	3471.8368333333337	3206.649333333333	3442.468166666667
11:00	3412.0229999999997	4112.409833333334	3654.3221666666677	5945.3128333333325	2839.4553333333342	3654.968000000001	3379.6141666666667	3627.9330000000014
12:00	3438.7955	4149.180499999999	3685.9693333333344	6018.956333333337	2863.9929999999977	3694.0208333333335	3427.3263333333334	3672.585333333334
13:00	3176.227666666668	3815.576833333335	3398.435333333333	5490.0195	2677.1206666666653	3393.7996666666663	3196.691833333332	3407.189666666667
14:00	3042.8006666666656	3675.0208333333335	3262.9345000000008	5251.883999999997	2617.6008333333316	3281.3965000000003	3165.7511666666646	3348.0855000000006
15:00	1650.852000000001	1918.1638333333335	1765.6171666666662	2477.1193333333335	1529.478666666667	1754.4598333333336	1765.6968333333332	1851.6310000000003
16:00	1085.251	1231.8585	1192.718833333334	1475.7860000000003	1096.2248333333337	1216.4230000000002	1218.2419999999997	1283.0625000000011
17:00	1435.352166666667	1653.9831666666666	1571.4426666666668	2112.564166666667	1329.3859999999997	1505.8708333333338	1455.340333333333	1550.468666666667
18:00	1818.1599999999996	2090.221666666667	1982.9663333333328	2851.2984999999994	1637.672	1930.1726666666668	1825.3785000000003	1948.458166666667
19:00	1704.2996666666663	1933.5333333333338	1856.2615000000008	2604.082666666668	1525.5503333333334	1793.382833333333	1670.3385	1798.267333333333
20:00	5237.253166666666	5948.015666666668	5713.218166666665	9453.2415	4076.490166666666	5221.127833333334	5030.072166666667	5276.339666666668
21:00	455298.9963333333	674021.4109999998	1098154.0131666667	1002832.4081666667	414297.2216666667	944740.4358333333	1077670.4958333333	878705.5428333333
22:00	875376.5391666663	2012121.9566666672	2565096.988333334	2605444.8316666665	1054713.3036666664	2478867.5733333337	1825555.0	2730857.0750000007
